,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
220,Shot Chart Detail,0022200226,588,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,52,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,11,98,1,0,20221118,PHI,MIL
221,Shot Chart Detail,0022200226,610,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,17,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,71,1,0,20221118,PHI,MIL
222,Shot Chart Detail,0022200226,624,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,26,1,1,20221118,PHI,MIL
223,Shot Chart Detail,0022200226,658,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,3,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,7,98,1,1,20221118,PHI,MIL
224,Shot Chart Detail,0022200226,663,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-48,164,1,1,20221118,PHI,MIL
225,Shot Chart Detail,0022200226,672,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7,159,1,1,20221118,PHI,MIL
226,Shot Chart Detail,0022200226,679,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-2,339,1,0,20221118,PHI,MIL
227,Shot Chart Detail,0022200237,13,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-119,48,1,0,20221119,PHI,MIN
228,Shot Chart Detail,0022200237,38,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1,20221119,PHI,MIN
229,Shot Chart Detail,0022200237,65,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,2,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,10,95,1,1,20221119,PHI,MIN
230,Shot Chart Detail,0022200237,77,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,99,263,1,1,20221119,PHI,MIN
231,Shot Chart Detail,0022200237,271,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-9,153,1,0,20221119,PHI,MIN
232,Shot Chart Detail,0022200237,279,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,222,1,0,20221119,PHI,MIN
233,Shot Chart Detail,0022200237,284,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,15,1,1,20221119,PHI,MIN
234,Shot Chart Detail,0022200237,334,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-115,68,1,0,20221119,PHI,MIN
235,Shot Chart Detail,0022200237,420,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,33,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,63,1,0,20221119,PHI,MIN
236,Shot Chart Detail,0022200237,543,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,51,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,115,31,1,0,20221119,PHI,MIN
237,Shot Chart Detail,0022200237,559,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,57,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,12,59,1,0,20221119,PHI,MIN
238,Shot Chart Detail,0022200237,608,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,96,130,1,0,20221119,PHI,MIN
239,Shot Chart Detail,0022200237,612,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,93,242,1,1,20221119,PHI,MIN
240,Shot Chart Detail,0022200237,625,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-58,258,1,0,20221119,PHI,MIN
241,Shot Chart Detail,0022200237,641,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20221119,PHI,MIN
242,Shot Chart Detail,0022200299,27,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,5,129,1,0,20221128,PHI,ATL
243,Shot Chart Detail,0022200299,47,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,38,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,55,1,0,20221128,PHI,ATL
244,Shot Chart Detail,0022200299,67,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-135,-11,1,0,20221128,PHI,ATL
245,Shot Chart Detail,0022200299,235,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,7,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-33,99,1,0,20221128,PHI,ATL
246,Shot Chart Detail,0022200299,261,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-4,1,1,20221128,PHI,ATL
247,Shot Chart Detail,0022200299,267,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,31,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,109,71,1,0,20221128,PHI,ATL
248,Shot Chart Detail,0022200299,277,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,27,113,1,0,20221128,PHI,ATL
249,Shot Chart Detail,0022200299,307,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-2,1,1,20221128,PHI,ATL
250,Shot Chart Detail,0022200299,322,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,32,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,38,47,1,1,20221128,PHI,ATL
251,Shot Chart Detail,0022200299,331,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-8,1,1,20221128,PHI,ATL
252,Shot Chart Detail,0022200299,334,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,4,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,17,126,1,1,20221128,PHI,ATL
253,Shot Chart Detail,0022200299,355,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-137,233,1,0,20221128,PHI,ATL
254,Shot Chart Detail,0022200299,379,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,6,172,1,0,20221128,PHI,ATL
255,Shot Chart Detail,0022200299,416,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-15,191,1,1,20221128,PHI,ATL
256,Shot Chart Detail,0022200299,436,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,9,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,42,1,1,20221128,PHI,ATL
257,Shot Chart Detail,0022200299,622,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-21,185,1,0,20221128,PHI,ATL
258,Shot Chart Detail,0022200299,632,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,20,1,1,20221128,PHI,ATL
259,Shot Chart Detail,0022200299,636,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,18,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-40,136,1,1,20221128,PHI,ATL
260,Shot Chart Detail,0022200312,42,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,45,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-48,143,1,0,20221130,CLE,PHI
261,Shot Chart Detail,0022200312,46,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,0,20221130,CLE,PHI
262,Shot Chart Detail,0022200312,60,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,47,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,14,1,0,20221130,CLE,PHI
263,Shot Chart Detail,0022200312,88,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,58,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-5,173,1,1,20221130,CLE,PHI
264,Shot Chart Detail,0022200312,220,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,31,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-112,89,1,0,20221130,CLE,PHI
265,Shot Chart Detail,0022200312,233,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,11,1,0,20221130,CLE,PHI
266,Shot Chart Detail,0022200312,245,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,31,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-7,1,1,20221130,CLE,PHI
267,Shot Chart Detail,0022200312,258,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,29,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221130,CLE,PHI
268,Shot Chart Detail,0022200312,313,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,49,143,1,0,20221130,CLE,PHI
269,Shot Chart Detail,0022200312,323,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,14,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-80,111,1,0,20221130,CLE,PHI
270,Shot Chart Detail,0022200312,350,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-87,96,1,1,20221130,CLE,PHI
271,Shot Chart Detail,0022200312,363,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,48,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,27,101,1,0,20221130,CLE,PHI
272,Shot Chart Detail,0022200312,385,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,0,20221130,CLE,PHI
273,Shot Chart Detail,0022200312,402,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,2,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20221130,CLE,PHI
274,Shot Chart Detail,0022200312,428,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20221130,CLE,PHI
275,Shot Chart Detail,0022200312,433,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,18,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221130,CLE,PHI
276,Shot Chart Detail,0022200332,7,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,39,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-50,181,1,0,20221202,MEM,PHI
277,Shot Chart Detail,0022200332,29,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,118,102,1,0,20221202,MEM,PHI
278,Shot Chart Detail,0022200332,58,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,49,168,1,1,20221202,MEM,PHI
279,Shot Chart Detail,0022200332,66,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-65,226,1,0,20221202,MEM,PHI
280,Shot Chart Detail,0022200332,85,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-3,1,1,20221202,MEM,PHI
281,Shot Chart Detail,0022200332,100,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,30,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,54,1,1,20221202,MEM,PHI
282,Shot Chart Detail,0022200332,104,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,55,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,91,78,1,0,20221202,MEM,PHI
283,Shot Chart Detail,0022200332,111,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20221202,MEM,PHI
284,Shot Chart Detail,0022200332,230,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,7,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,13,-4,139,1,1,20221202,MEM,PHI
285,Shot Chart Detail,0022200332,249,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,53,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-21,90,1,1,20221202,MEM,PHI
286,Shot Chart Detail,0022200332,258,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-96,141,1,0,20221202,MEM,PHI
287,Shot Chart Detail,0022200332,281,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,40,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,32,1,1,20221202,MEM,PHI
288,Shot Chart Detail,0022200332,311,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-12,134,1,0,20221202,MEM,PHI
289,Shot Chart Detail,0022200332,340,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,58,109,573,1,0,20221202,MEM,PHI
290,Shot Chart Detail,0022200332,361,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,73,1,0,20221202,MEM,PHI
291,Shot Chart Detail,0022200332,398,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,48,243,1,1,20221202,MEM,PHI
292,Shot Chart Detail,0022200332,436,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,47,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,180,1,0,20221202,MEM,PHI
293,Shot Chart Detail,0022200332,455,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,14,1,1,20221202,MEM,PHI
294,Shot Chart Detail,0022200332,526,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,11,44,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,7,89,1,1,20221202,MEM,PHI
295,Shot Chart Detail,0022200332,535,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,10,26,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,32,1,1,20221202,MEM,PHI
296,Shot Chart Detail,0022200332,568,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,19,1,0,20221202,MEM,PHI
297,Shot Chart Detail,0022200332,580,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,163,1,0,20221202,MEM,PHI
298,Shot Chart Detail,0022200332,637,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,14,1,1,20221202,MEM,PHI
299,Shot Chart Detail,0022200332,648,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,55,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-13,106,1,0,20221202,MEM,PHI
300,Shot Chart Detail,0022200332,664,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,8,1,1,20221202,MEM,PHI
301,Shot Chart Detail,0022200332,671,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,25,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,9,1,0,20221202,MEM,PHI
302,Shot Chart Detail,0022200356,7,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-54,250,1,1,20221205,HOU,PHI
303,Shot Chart Detail,0022200356,23,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,49,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,74,1,1,20221205,HOU,PHI
304,Shot Chart Detail,0022200356,38,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,35,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,15,1,0,20221205,HOU,PHI
305,Shot Chart Detail,0022200356,57,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,22,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,36,126,1,1,20221205,HOU,PHI
306,Shot Chart Detail,0022200356,83,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,20221205,HOU,PHI
307,Shot Chart Detail,0022200356,97,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-48,114,1,0,20221205,HOU,PHI
308,Shot Chart Detail,0022200356,209,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,114,50,1,0,20221205,HOU,PHI
309,Shot Chart Detail,0022200356,229,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,7,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,56,21,1,1,20221205,HOU,PHI
310,Shot Chart Detail,0022200356,261,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,15,41,1,0,20221205,HOU,PHI
311,Shot Chart Detail,0022200356,263,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,4,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,17,42,1,1,20221205,HOU,PHI
312,Shot Chart Detail,0022200356,266,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,33,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,44,64,1,0,20221205,HOU,PHI
313,Shot Chart Detail,0022200356,359,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,6,1,1,20221205,HOU,PHI
314,Shot Chart Detail,0022200356,395,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,0,270,1,0,20221205,HOU,PHI
315,Shot Chart Detail,0022200356,421,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,54,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-96,50,1,1,20221205,HOU,PHI
316,Shot Chart Detail,0022200356,572,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,23,Made Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,21,1,1,20221205,HOU,PHI
317,Shot Chart Detail,0022200356,599,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,13,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-62,74,1,1,20221205,HOU,PHI
318,Shot Chart Detail,0022200356,609,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,7,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,76,1,0,20221205,HOU,PHI
319,Shot Chart Detail,0022200356,632,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,26,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,71,1,1,20221205,HOU,PHI
320,Shot Chart Detail,0022200356,698,203954,Joel Embiid,1610612755,Philadelphia 76ers,5,4,15,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,43,1,0,20221205,HOU,PHI
321,Shot Chart Detail,0022200356,716,203954,Joel Embiid,1610612755,Philadelphia 76ers,5,3,38,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,78,28,1,0,20221205,HOU,PHI
322,Shot Chart Detail,0022200356,738,203954,Joel Embiid,1610612755,Philadelphia 76ers,5,1,4,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-65,100,1,1,20221205,HOU,PHI
323,Shot Chart Detail,0022200382,7,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,34,155,1,1,20221209,PHI,LAL
324,Shot Chart Detail,0022200382,10,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,10,1,1,20221209,PHI,LAL
325,Shot Chart Detail,0022200382,96,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,222,1,0,20221209,PHI,LAL
326,Shot Chart Detail,0022200382,85,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-173,185,1,1,20221209,PHI,LAL
327,Shot Chart Detail,0022200382,95,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,41,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,2,96,1,1,20221209,PHI,LAL
328,Shot Chart Detail,0022200382,101,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,1,20221209,PHI,LAL
329,Shot Chart Detail,0022200382,130,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,8,1,1,20221209,PHI,LAL
